,Rank,NCTId,BriefTitle,SecondaryId,LeadSponsorName,LocationCountry
588,1589,NCT02283853,Phase 3 Efficacy and Safety Study of BG00012 in Pediatric Subjects With Relapsing-remitting Multiple Sclerosis (RRMS),2013-002318-11,Biogen,Israel
588,1589,NCT02283853,Phase 3 Efficacy and Safety Study of BG00012 in Pediatric Subjects With Relapsing-remitting Multiple Sclerosis (RRMS),2013-002318-11,Biogen,Italy
588,1589,NCT02283853,Phase 3 Efficacy and Safety Study of BG00012 in Pediatric Subjects With Relapsing-remitting Multiple Sclerosis (RRMS),2013-002318-11,Biogen,Kuwait
588,1589,NCT02283853,Phase 3 Efficacy and Safety Study of BG00012 in Pediatric Subjects With Relapsing-remitting Multiple Sclerosis (RRMS),2013-002318-11,Biogen,Poland
588,1589,NCT02283853,Phase 3 Efficacy and Safety Study of BG00012 in Pediatric Subjects With Relapsing-remitting Multiple Sclerosis (RRMS),2013-002318-11,Biogen,Serbia
588,1589,NCT02283853,Phase 3 Efficacy and Safety Study of BG00012 in Pediatric Subjects With Relapsing-remitting Multiple Sclerosis (RRMS),2013-002318-11,Biogen,Spain
588,1589,NCT02283853,Phase 3 Efficacy and Safety Study of BG00012 in Pediatric Subjects With Relapsing-remitting Multiple Sclerosis (RRMS),2013-002318-11,Biogen,Sweden
588,1589,NCT02283853,Phase 3 Efficacy and Safety Study of BG00012 in Pediatric Subjects With Relapsing-remitting Multiple Sclerosis (RRMS),2013-002318-11,Biogen,Turkey
588,1589,NCT02283853,Phase 3 Efficacy and Safety Study of BG00012 in Pediatric Subjects With Relapsing-remitting Multiple Sclerosis (RRMS),2013-002318-11,Biogen,United Kingdom
596,1597,NCT02159573,"Real-world Outcomes on Tecfidera (BG00012, Dimethyl Fumarate) Post-Tysabri (BG00002, Natalizumab)",US-BGT-13-10564,Biogen,United States
598,1599,NCT02125604,Gastrointestinal Tolerability Study Of Dimethyl Fumarate In Participants With Relapsing-Remitting Multiple Sclerosis In Germany,2013-001486-17,Biogen,Germany
600,1601,NCT02090413,Phase 4 Study of Effect of Aspirin on Flushing in Dimethyl Fumarate-Treated Participants With Relapsing-Remitting Multiple Sclerosis,2013-001895-40,Biogen,Ireland
600,1601,NCT02090413,Phase 4 Study of Effect of Aspirin on Flushing in Dimethyl Fumarate-Treated Participants With Relapsing-Remitting Multiple Sclerosis,2013-001895-40,Biogen,United Kingdom
604,1605,NCT01963611,"Efficacy, Safety, and Tolerability of Plovamer Acetate (Pathway 1)",2013-002283-25,EMD Serono,United States
604,1605,NCT01963611,"Efficacy, Safety, and Tolerability of Plovamer Acetate (Pathway 1)",2013-002283-25,EMD Serono,Bulgaria
604,1605,NCT01963611,"Efficacy, Safety, and Tolerability of Plovamer Acetate (Pathway 1)",2013-002283-25,EMD Serono,Croatia
604,1605,NCT01963611,"Efficacy, Safety, and Tolerability of Plovamer Acetate (Pathway 1)",2013-002283-25,EMD Serono,Czech Republic
604,1605,NCT01963611,"Efficacy, Safety, and Tolerability of Plovamer Acetate (Pathway 1)",2013-002283-25,EMD Serono,Finland
604,1605,NCT01963611,"Efficacy, Safety, and Tolerability of Plovamer Acetate (Pathway 1)",2013-002283-25,EMD Serono,Greece
604,1605,NCT01963611,"Efficacy, Safety, and Tolerability of Plovamer Acetate (Pathway 1)",2013-002283-25,EMD Serono,Hungary
604,1605,NCT01963611,"Efficacy, Safety, and Tolerability of Plovamer Acetate (Pathway 1)",2013-002283-25,EMD Serono,Italy
604,1605,NCT01963611,"Efficacy, Safety, and Tolerability of Plovamer Acetate (Pathway 1)",2013-002283-25,EMD Serono,Mexico
604,1605,NCT01963611,"Efficacy, Safety, and Tolerability of Plovamer Acetate (Pathway 1)",2013-002283-25,EMD Serono,Poland
604,1605,NCT01963611,"Efficacy, Safety, and Tolerability of Plovamer Acetate (Pathway 1)",2013-002283-25,EMD Serono,Russian Federation
604,1605,NCT01963611,"Efficacy, Safety, and Tolerability of Plovamer Acetate (Pathway 1)",2013-002283-25,EMD Serono,Serbia
604,1605,NCT01963611,"Efficacy, Safety, and Tolerability of Plovamer Acetate (Pathway 1)",2013-002283-25,EMD Serono,South Africa
604,1605,NCT01963611,"Efficacy, Safety, and Tolerability of Plovamer Acetate (Pathway 1)",2013-002283-25,EMD Serono,Spain
604,1605,NCT01963611,"Efficacy, Safety, and Tolerability of Plovamer Acetate (Pathway 1)",2013-002283-25,EMD Serono,Turkey
604,1605,NCT01963611,"Efficacy, Safety, and Tolerability of Plovamer Acetate (Pathway 1)",2013-002283-25,EMD Serono,Ukraine
604,1605,NCT01963611,"Efficacy, Safety, and Tolerability of Plovamer Acetate (Pathway 1)",2013-002283-25,EMD Serono,United Kingdom
609,1610,NCT01884935,PK and PD Study of Natalizumab in Pediatric Subjects With RRMS,2012-005082-13,Biogen,Italy
611,1612,NCT01808885,Safety Study of Olesoxime in Patients With Stable Relapsing Remitting Multiple Sclerosis Treated With Interferon Beta.,2012-005186-12|TRO19622CLEQ1585-1,Hoffmann-La Roche,France
630,1631,NCT01498887,Efficacy of Fingolimod in de Novo Patients Versus Fingolimod in Patients Previously Treated With a First Line Disease Modifying Therapy,2011-003484-30,Novartis Pharmaceuticals,Australia
630,1631,NCT01498887,Efficacy of Fingolimod in de Novo Patients Versus Fingolimod in Patients Previously Treated With a First Line Disease Modifying Therapy,2011-003484-30,Novartis Pharmaceuticals,Spain
634,1635,NCT01462318,An Open-Label Immunogenicity and Pharmacokinetics Study of Daclizumab High Yield Process Prefilled Syringe in Relapsing Remitting Multiple Sclerosis,2010-023856-97,Biogen,United States
634,1635,NCT01462318,An Open-Label Immunogenicity and Pharmacokinetics Study of Daclizumab High Yield Process Prefilled Syringe in Relapsing Remitting Multiple Sclerosis,2010-023856-97,Biogen,Czech Republic
634,1635,NCT01462318,An Open-Label Immunogenicity and Pharmacokinetics Study of Daclizumab High Yield Process Prefilled Syringe in Relapsing Remitting Multiple Sclerosis,2010-023856-97,Biogen,Hungary
634,1635,NCT01462318,An Open-Label Immunogenicity and Pharmacokinetics Study of Daclizumab High Yield Process Prefilled Syringe in Relapsing Remitting Multiple Sclerosis,2010-023856-97,Biogen,Poland
640,1641,NCT01405820,"Exploratory Study of the Safety, Tolerability and Efficacy of Multiple Regimens of Natalizumab in Adult Participants With Relapsing Multiple Sclerosis (MS)",2010-024000-10,Biogen,Belgium
640,1641,NCT01405820,"Exploratory Study of the Safety, Tolerability and Efficacy of Multiple Regimens of Natalizumab in Adult Participants With Relapsing Multiple Sclerosis (MS)",2010-024000-10,Biogen,France
640,1641,NCT01405820,"Exploratory Study of the Safety, Tolerability and Efficacy of Multiple Regimens of Natalizumab in Adult Participants With Relapsing Multiple Sclerosis (MS)",2010-024000-10,Biogen,Germany
640,1641,NCT01405820,"Exploratory Study of the Safety, Tolerability and Efficacy of Multiple Regimens of Natalizumab in Adult Participants With Relapsing Multiple Sclerosis (MS)",2010-024000-10,Biogen,Italy
640,1641,NCT01405820,"Exploratory Study of the Safety, Tolerability and Efficacy of Multiple Regimens of Natalizumab in Adult Participants With Relapsing Multiple Sclerosis (MS)",2010-024000-10,Biogen,Spain
642,1643,NCT01317004,Patients With Relapse Remitting Multiple Sclerosis (RRMS): Candidates for MS Therapy Change,2010-024017-31,Novartis Pharmaceuticals,Italy
643,1644,NCT01310166,Biomarker Study After Initiation of Treatment With Fingolimod (FTY720) in Patients With Relapsing-remitting Multiple Sclerosis,2010-022066-28,Novartis Pharmaceuticals,Germany
645,1646,NCT01285401,Supplementation of VigantOL® Oil Versus Placebo as Add-on in Patients With Relapsing Remitting Multiple Sclerosis Receiving Rebif® Treatment,2010-020328-23,"Merck KGaA, Darmstadt, Germany",Austria
645,1646,NCT01285401,Supplementation of VigantOL® Oil Versus Placebo as Add-on in Patients With Relapsing Remitting Multiple Sclerosis Receiving Rebif® Treatment,2010-020328-23,"Merck KGaA, Darmstadt, Germany",Denmark
645,1646,NCT01285401,Supplementation of VigantOL® Oil Versus Placebo as Add-on in Patients With Relapsing Remitting Multiple Sclerosis Receiving Rebif® Treatment,2010-020328-23,"Merck KGaA, Darmstadt, Germany",Estonia
645,1646,NCT01285401,Supplementation of VigantOL® Oil Versus Placebo as Add-on in Patients With Relapsing Remitting Multiple Sclerosis Receiving Rebif® Treatment,2010-020328-23,"Merck KGaA, Darmstadt, Germany",Finland
645,1646,NCT01285401,Supplementation of VigantOL® Oil Versus Placebo as Add-on in Patients With Relapsing Remitting Multiple Sclerosis Receiving Rebif® Treatment,2010-020328-23,"Merck KGaA, Darmstadt, Germany",Germany
645,1646,NCT01285401,Supplementation of VigantOL® Oil Versus Placebo as Add-on in Patients With Relapsing Remitting Multiple Sclerosis Receiving Rebif® Treatment,2010-020328-23,"Merck KGaA, Darmstadt, Germany",Italy
645,1646,NCT01285401,Supplementation of VigantOL® Oil Versus Placebo as Add-on in Patients With Relapsing Remitting Multiple Sclerosis Receiving Rebif® Treatment,2010-020328-23,"Merck KGaA, Darmstadt, Germany",Latvia
645,1646,NCT01285401,Supplementation of VigantOL® Oil Versus Placebo as Add-on in Patients With Relapsing Remitting Multiple Sclerosis Receiving Rebif® Treatment,2010-020328-23,"Merck KGaA, Darmstadt, Germany",Lithuania
645,1646,NCT01285401,Supplementation of VigantOL® Oil Versus Placebo as Add-on in Patients With Relapsing Remitting Multiple Sclerosis Receiving Rebif® Treatment,2010-020328-23,"Merck KGaA, Darmstadt, Germany",Netherlands
645,1646,NCT01285401,Supplementation of VigantOL® Oil Versus Placebo as Add-on in Patients With Relapsing Remitting Multiple Sclerosis Receiving Rebif® Treatment,2010-020328-23,"Merck KGaA, Darmstadt, Germany",Norway
645,1646,NCT01285401,Supplementation of VigantOL® Oil Versus Placebo as Add-on in Patients With Relapsing Remitting Multiple Sclerosis Receiving Rebif® Treatment,2010-020328-23,"Merck KGaA, Darmstadt, Germany",Portugal
645,1646,NCT01285401,Supplementation of VigantOL® Oil Versus Placebo as Add-on in Patients With Relapsing Remitting Multiple Sclerosis Receiving Rebif® Treatment,2010-020328-23,"Merck KGaA, Darmstadt, Germany",Switzerland
648,1649,NCT01185821,"Long-term Safety, Tolerability and Efficacy of BAF312 Given Orally in Patients With Relapsing-remitting Multiple Sclerosis",2009-014392-51,Novartis Pharmaceuticals,United States
648,1649,NCT01185821,"Long-term Safety, Tolerability and Efficacy of BAF312 Given Orally in Patients With Relapsing-remitting Multiple Sclerosis",2009-014392-51,Novartis Pharmaceuticals,Canada
648,1649,NCT01185821,"Long-term Safety, Tolerability and Efficacy of BAF312 Given Orally in Patients With Relapsing-remitting Multiple Sclerosis",2009-014392-51,Novartis Pharmaceuticals,Finland
648,1649,NCT01185821,"Long-term Safety, Tolerability and Efficacy of BAF312 Given Orally in Patients With Relapsing-remitting Multiple Sclerosis",2009-014392-51,Novartis Pharmaceuticals,Germany
648,1649,NCT01185821,"Long-term Safety, Tolerability and Efficacy of BAF312 Given Orally in Patients With Relapsing-remitting Multiple Sclerosis",2009-014392-51,Novartis Pharmaceuticals,Hungary
648,1649,NCT01185821,"Long-term Safety, Tolerability and Efficacy of BAF312 Given Orally in Patients With Relapsing-remitting Multiple Sclerosis",2009-014392-51,Novartis Pharmaceuticals,Italy
648,1649,NCT01185821,"Long-term Safety, Tolerability and Efficacy of BAF312 Given Orally in Patients With Relapsing-remitting Multiple Sclerosis",2009-014392-51,Novartis Pharmaceuticals,Norway
648,1649,NCT01185821,"Long-term Safety, Tolerability and Efficacy of BAF312 Given Orally in Patients With Relapsing-remitting Multiple Sclerosis",2009-014392-51,Novartis Pharmaceuticals,Poland
648,1649,NCT01185821,"Long-term Safety, Tolerability and Efficacy of BAF312 Given Orally in Patients With Relapsing-remitting Multiple Sclerosis",2009-014392-51,Novartis Pharmaceuticals,Russian Federation
648,1649,NCT01185821,"Long-term Safety, Tolerability and Efficacy of BAF312 Given Orally in Patients With Relapsing-remitting Multiple Sclerosis",2009-014392-51,Novartis Pharmaceuticals,Spain
648,1649,NCT01185821,"Long-term Safety, Tolerability and Efficacy of BAF312 Given Orally in Patients With Relapsing-remitting Multiple Sclerosis",2009-014392-51,Novartis Pharmaceuticals,Switzerland
648,1649,NCT01185821,"Long-term Safety, Tolerability and Efficacy of BAF312 Given Orally in Patients With Relapsing-remitting Multiple Sclerosis",2009-014392-51,Novartis Pharmaceuticals,Turkey
657,1658,NCT01064401,Efficacy and Safety of BIIB019 (Daclizumab High Yield Process) Versus Interferon β 1a in Participants With Relapsing-Remitting Multiple Sclerosis,2009-012500-11,Biogen,United States
657,1658,NCT01064401,Efficacy and Safety of BIIB019 (Daclizumab High Yield Process) Versus Interferon β 1a in Participants With Relapsing-Remitting Multiple Sclerosis,2009-012500-11,Biogen,Argentina
657,1658,NCT01064401,Efficacy and Safety of BIIB019 (Daclizumab High Yield Process) Versus Interferon β 1a in Participants With Relapsing-Remitting Multiple Sclerosis,2009-012500-11,Biogen,Australia
657,1658,NCT01064401,Efficacy and Safety of BIIB019 (Daclizumab High Yield Process) Versus Interferon β 1a in Participants With Relapsing-Remitting Multiple Sclerosis,2009-012500-11,Biogen,Brazil
657,1658,NCT01064401,Efficacy and Safety of BIIB019 (Daclizumab High Yield Process) Versus Interferon β 1a in Participants With Relapsing-Remitting Multiple Sclerosis,2009-012500-11,Biogen,Canada
657,1658,NCT01064401,Efficacy and Safety of BIIB019 (Daclizumab High Yield Process) Versus Interferon β 1a in Participants With Relapsing-Remitting Multiple Sclerosis,2009-012500-11,Biogen,Czech Republic
657,1658,NCT01064401,Efficacy and Safety of BIIB019 (Daclizumab High Yield Process) Versus Interferon β 1a in Participants With Relapsing-Remitting Multiple Sclerosis,2009-012500-11,Biogen,Denmark
657,1658,NCT01064401,Efficacy and Safety of BIIB019 (Daclizumab High Yield Process) Versus Interferon β 1a in Participants With Relapsing-Remitting Multiple Sclerosis,2009-012500-11,Biogen,Finland
657,1658,NCT01064401,Efficacy and Safety of BIIB019 (Daclizumab High Yield Process) Versus Interferon β 1a in Participants With Relapsing-Remitting Multiple Sclerosis,2009-012500-11,Biogen,France
657,1658,NCT01064401,Efficacy and Safety of BIIB019 (Daclizumab High Yield Process) Versus Interferon β 1a in Participants With Relapsing-Remitting Multiple Sclerosis,2009-012500-11,Biogen,Georgia
657,1658,NCT01064401,Efficacy and Safety of BIIB019 (Daclizumab High Yield Process) Versus Interferon β 1a in Participants With Relapsing-Remitting Multiple Sclerosis,2009-012500-11,Biogen,Germany
657,1658,NCT01064401,Efficacy and Safety of BIIB019 (Daclizumab High Yield Process) Versus Interferon β 1a in Participants With Relapsing-Remitting Multiple Sclerosis,2009-012500-11,Biogen,Greece
657,1658,NCT01064401,Efficacy and Safety of BIIB019 (Daclizumab High Yield Process) Versus Interferon β 1a in Participants With Relapsing-Remitting Multiple Sclerosis,2009-012500-11,Biogen,Hungary
657,1658,NCT01064401,Efficacy and Safety of BIIB019 (Daclizumab High Yield Process) Versus Interferon β 1a in Participants With Relapsing-Remitting Multiple Sclerosis,2009-012500-11,Biogen,India
657,1658,NCT01064401,Efficacy and Safety of BIIB019 (Daclizumab High Yield Process) Versus Interferon β 1a in Participants With Relapsing-Remitting Multiple Sclerosis,2009-012500-11,Biogen,Ireland
657,1658,NCT01064401,Efficacy and Safety of BIIB019 (Daclizumab High Yield Process) Versus Interferon β 1a in Participants With Relapsing-Remitting Multiple Sclerosis,2009-012500-11,Biogen,Israel
657,1658,NCT01064401,Efficacy and Safety of BIIB019 (Daclizumab High Yield Process) Versus Interferon β 1a in Participants With Relapsing-Remitting Multiple Sclerosis,2009-012500-11,Biogen,Italy
657,1658,NCT01064401,Efficacy and Safety of BIIB019 (Daclizumab High Yield Process) Versus Interferon β 1a in Participants With Relapsing-Remitting Multiple Sclerosis,2009-012500-11,Biogen,Mexico
657,1658,NCT01064401,Efficacy and Safety of BIIB019 (Daclizumab High Yield Process) Versus Interferon β 1a in Participants With Relapsing-Remitting Multiple Sclerosis,2009-012500-11,Biogen,"Moldova, Republic of"
657,1658,NCT01064401,Efficacy and Safety of BIIB019 (Daclizumab High Yield Process) Versus Interferon β 1a in Participants With Relapsing-Remitting Multiple Sclerosis,2009-012500-11,Biogen,Poland
657,1658,NCT01064401,Efficacy and Safety of BIIB019 (Daclizumab High Yield Process) Versus Interferon β 1a in Participants With Relapsing-Remitting Multiple Sclerosis,2009-012500-11,Biogen,Romania
657,1658,NCT01064401,Efficacy and Safety of BIIB019 (Daclizumab High Yield Process) Versus Interferon β 1a in Participants With Relapsing-Remitting Multiple Sclerosis,2009-012500-11,Biogen,Russian Federation
657,1658,NCT01064401,Efficacy and Safety of BIIB019 (Daclizumab High Yield Process) Versus Interferon β 1a in Participants With Relapsing-Remitting Multiple Sclerosis,2009-012500-11,Biogen,Serbia
657,1658,NCT01064401,Efficacy and Safety of BIIB019 (Daclizumab High Yield Process) Versus Interferon β 1a in Participants With Relapsing-Remitting Multiple Sclerosis,2009-012500-11,Biogen,Spain
657,1658,NCT01064401,Efficacy and Safety of BIIB019 (Daclizumab High Yield Process) Versus Interferon β 1a in Participants With Relapsing-Remitting Multiple Sclerosis,2009-012500-11,Biogen,Sweden
657,1658,NCT01064401,Efficacy and Safety of BIIB019 (Daclizumab High Yield Process) Versus Interferon β 1a in Participants With Relapsing-Remitting Multiple Sclerosis,2009-012500-11,Biogen,Switzerland
657,1658,NCT01064401,Efficacy and Safety of BIIB019 (Daclizumab High Yield Process) Versus Interferon β 1a in Participants With Relapsing-Remitting Multiple Sclerosis,2009-012500-11,Biogen,Ukraine
657,1658,NCT01064401,Efficacy and Safety of BIIB019 (Daclizumab High Yield Process) Versus Interferon β 1a in Participants With Relapsing-Remitting Multiple Sclerosis,2009-012500-11,Biogen,United Kingdom
659,1660,NCT01051349,Safety and Efficacy Extension Study of Daclizumab High Yield Process (DAC HYP) (BIIB019) in Participants Who Have Completed Study 205MS202 (NCT00870740) to Treat Relapsing Remitting Multiple Sclerosis,2009-015318-23,Biogen,Czechia
659,1660,NCT01051349,Safety and Efficacy Extension Study of Daclizumab High Yield Process (DAC HYP) (BIIB019) in Participants Who Have Completed Study 205MS202 (NCT00870740) to Treat Relapsing Remitting Multiple Sclerosis,2009-015318-23,Biogen,Germany
659,1660,NCT01051349,Safety and Efficacy Extension Study of Daclizumab High Yield Process (DAC HYP) (BIIB019) in Participants Who Have Completed Study 205MS202 (NCT00870740) to Treat Relapsing Remitting Multiple Sclerosis,2009-015318-23,Biogen,Hungary
659,1660,NCT01051349,Safety and Efficacy Extension Study of Daclizumab High Yield Process (DAC HYP) (BIIB019) in Participants Who Have Completed Study 205MS202 (NCT00870740) to Treat Relapsing Remitting Multiple Sclerosis,2009-015318-23,Biogen,India
659,1660,NCT01051349,Safety and Efficacy Extension Study of Daclizumab High Yield Process (DAC HYP) (BIIB019) in Participants Who Have Completed Study 205MS202 (NCT00870740) to Treat Relapsing Remitting Multiple Sclerosis,2009-015318-23,Biogen,Poland
659,1660,NCT01051349,Safety and Efficacy Extension Study of Daclizumab High Yield Process (DAC HYP) (BIIB019) in Participants Who Have Completed Study 205MS202 (NCT00870740) to Treat Relapsing Remitting Multiple Sclerosis,2009-015318-23,Biogen,Russian Federation
659,1660,NCT01051349,Safety and Efficacy Extension Study of Daclizumab High Yield Process (DAC HYP) (BIIB019) in Participants Who Have Completed Study 205MS202 (NCT00870740) to Treat Relapsing Remitting Multiple Sclerosis,2009-015318-23,Biogen,Ukraine
659,1660,NCT01051349,Safety and Efficacy Extension Study of Daclizumab High Yield Process (DAC HYP) (BIIB019) in Participants Who Have Completed Study 205MS202 (NCT00870740) to Treat Relapsing Remitting Multiple Sclerosis,2009-015318-23,Biogen,United Kingdom
668,1669,NCT00902135,"Injection Management With Betaferon: Influence on Adherence, Patients Satisfaction and Health Related Outcomes (BETAPATH)",BF0801DE,Bayer,Germany
670,1671,NCT00879658,"Safety, Tolerability, Efficacy and Optimal Dose Finding Study of BAF312 in Patients With Relapsing-remitting Multiple Sclerosis",2008-008719-25,Novartis Pharmaceuticals,United States
670,1671,NCT00879658,"Safety, Tolerability, Efficacy and Optimal Dose Finding Study of BAF312 in Patients With Relapsing-remitting Multiple Sclerosis",2008-008719-25,Novartis Pharmaceuticals,Canada
670,1671,NCT00879658,"Safety, Tolerability, Efficacy and Optimal Dose Finding Study of BAF312 in Patients With Relapsing-remitting Multiple Sclerosis",2008-008719-25,Novartis Pharmaceuticals,Finland
670,1671,NCT00879658,"Safety, Tolerability, Efficacy and Optimal Dose Finding Study of BAF312 in Patients With Relapsing-remitting Multiple Sclerosis",2008-008719-25,Novartis Pharmaceuticals,Germany
670,1671,NCT00879658,"Safety, Tolerability, Efficacy and Optimal Dose Finding Study of BAF312 in Patients With Relapsing-remitting Multiple Sclerosis",2008-008719-25,Novartis Pharmaceuticals,Hungary
670,1671,NCT00879658,"Safety, Tolerability, Efficacy and Optimal Dose Finding Study of BAF312 in Patients With Relapsing-remitting Multiple Sclerosis",2008-008719-25,Novartis Pharmaceuticals,Italy
670,1671,NCT00879658,"Safety, Tolerability, Efficacy and Optimal Dose Finding Study of BAF312 in Patients With Relapsing-remitting Multiple Sclerosis",2008-008719-25,Novartis Pharmaceuticals,Norway
670,1671,NCT00879658,"Safety, Tolerability, Efficacy and Optimal Dose Finding Study of BAF312 in Patients With Relapsing-remitting Multiple Sclerosis",2008-008719-25,Novartis Pharmaceuticals,Poland
670,1671,NCT00879658,"Safety, Tolerability, Efficacy and Optimal Dose Finding Study of BAF312 in Patients With Relapsing-remitting Multiple Sclerosis",2008-008719-25,Novartis Pharmaceuticals,Russian Federation
670,1671,NCT00879658,"Safety, Tolerability, Efficacy and Optimal Dose Finding Study of BAF312 in Patients With Relapsing-remitting Multiple Sclerosis",2008-008719-25,Novartis Pharmaceuticals,Spain
670,1671,NCT00879658,"Safety, Tolerability, Efficacy and Optimal Dose Finding Study of BAF312 in Patients With Relapsing-remitting Multiple Sclerosis",2008-008719-25,Novartis Pharmaceuticals,Switzerland
670,1671,NCT00879658,"Safety, Tolerability, Efficacy and Optimal Dose Finding Study of BAF312 in Patients With Relapsing-remitting Multiple Sclerosis",2008-008719-25,Novartis Pharmaceuticals,Turkey
671,1672,NCT00870740,Safety and Efficacy Extension Study of Daclizumab High Yield Process (DAC HYP) in Participants With Multiple Sclerosis Who Have Completed Study 205MS201 (NCT00390221) to Treat Relapsing-Remitting Multiple Sclerosis,EUDRA CT No.: 2008-005559-46,Biogen,Czech Republic
671,1672,NCT00870740,Safety and Efficacy Extension Study of Daclizumab High Yield Process (DAC HYP) in Participants With Multiple Sclerosis Who Have Completed Study 205MS201 (NCT00390221) to Treat Relapsing-Remitting Multiple Sclerosis,EUDRA CT No.: 2008-005559-46,Biogen,Germany
671,1672,NCT00870740,Safety and Efficacy Extension Study of Daclizumab High Yield Process (DAC HYP) in Participants With Multiple Sclerosis Who Have Completed Study 205MS201 (NCT00390221) to Treat Relapsing-Remitting Multiple Sclerosis,EUDRA CT No.: 2008-005559-46,Biogen,Hungary
671,1672,NCT00870740,Safety and Efficacy Extension Study of Daclizumab High Yield Process (DAC HYP) in Participants With Multiple Sclerosis Who Have Completed Study 205MS201 (NCT00390221) to Treat Relapsing-Remitting Multiple Sclerosis,EUDRA CT No.: 2008-005559-46,Biogen,India
671,1672,NCT00870740,Safety and Efficacy Extension Study of Daclizumab High Yield Process (DAC HYP) in Participants With Multiple Sclerosis Who Have Completed Study 205MS201 (NCT00390221) to Treat Relapsing-Remitting Multiple Sclerosis,EUDRA CT No.: 2008-005559-46,Biogen,Poland
671,1672,NCT00870740,Safety and Efficacy Extension Study of Daclizumab High Yield Process (DAC HYP) in Participants With Multiple Sclerosis Who Have Completed Study 205MS201 (NCT00390221) to Treat Relapsing-Remitting Multiple Sclerosis,EUDRA CT No.: 2008-005559-46,Biogen,Russian Federation
671,1672,NCT00870740,Safety and Efficacy Extension Study of Daclizumab High Yield Process (DAC HYP) in Participants With Multiple Sclerosis Who Have Completed Study 205MS201 (NCT00390221) to Treat Relapsing-Remitting Multiple Sclerosis,EUDRA CT No.: 2008-005559-46,Biogen,Ukraine
671,1672,NCT00870740,Safety and Efficacy Extension Study of Daclizumab High Yield Process (DAC HYP) in Participants With Multiple Sclerosis Who Have Completed Study 205MS201 (NCT00390221) to Treat Relapsing-Remitting Multiple Sclerosis,EUDRA CT No.: 2008-005559-46,Biogen,United Kingdom
674,1675,NCT00835770,BG00012 Monotherapy Safety and Efficacy Extension Study in Multiple Sclerosis (MS),2008-004753-14,Biogen,United States
674,1675,NCT00835770,BG00012 Monotherapy Safety and Efficacy Extension Study in Multiple Sclerosis (MS),2008-004753-14,Biogen,Australia
674,1675,NCT00835770,BG00012 Monotherapy Safety and Efficacy Extension Study in Multiple Sclerosis (MS),2008-004753-14,Biogen,Austria
674,1675,NCT00835770,BG00012 Monotherapy Safety and Efficacy Extension Study in Multiple Sclerosis (MS),2008-004753-14,Biogen,Belarus
674,1675,NCT00835770,BG00012 Monotherapy Safety and Efficacy Extension Study in Multiple Sclerosis (MS),2008-004753-14,Biogen,Belgium
674,1675,NCT00835770,BG00012 Monotherapy Safety and Efficacy Extension Study in Multiple Sclerosis (MS),2008-004753-14,Biogen,Bosnia and Herzegovina
674,1675,NCT00835770,BG00012 Monotherapy Safety and Efficacy Extension Study in Multiple Sclerosis (MS),2008-004753-14,Biogen,Bulgaria
674,1675,NCT00835770,BG00012 Monotherapy Safety and Efficacy Extension Study in Multiple Sclerosis (MS),2008-004753-14,Biogen,Canada
674,1675,NCT00835770,BG00012 Monotherapy Safety and Efficacy Extension Study in Multiple Sclerosis (MS),2008-004753-14,Biogen,Croatia
674,1675,NCT00835770,BG00012 Monotherapy Safety and Efficacy Extension Study in Multiple Sclerosis (MS),2008-004753-14,Biogen,Czechia
674,1675,NCT00835770,BG00012 Monotherapy Safety and Efficacy Extension Study in Multiple Sclerosis (MS),2008-004753-14,Biogen,Estonia
674,1675,NCT00835770,BG00012 Monotherapy Safety and Efficacy Extension Study in Multiple Sclerosis (MS),2008-004753-14,Biogen,France
674,1675,NCT00835770,BG00012 Monotherapy Safety and Efficacy Extension Study in Multiple Sclerosis (MS),2008-004753-14,Biogen,Germany
674,1675,NCT00835770,BG00012 Monotherapy Safety and Efficacy Extension Study in Multiple Sclerosis (MS),2008-004753-14,Biogen,Greece
674,1675,NCT00835770,BG00012 Monotherapy Safety and Efficacy Extension Study in Multiple Sclerosis (MS),2008-004753-14,Biogen,India
674,1675,NCT00835770,BG00012 Monotherapy Safety and Efficacy Extension Study in Multiple Sclerosis (MS),2008-004753-14,Biogen,Ireland
674,1675,NCT00835770,BG00012 Monotherapy Safety and Efficacy Extension Study in Multiple Sclerosis (MS),2008-004753-14,Biogen,Israel
674,1675,NCT00835770,BG00012 Monotherapy Safety and Efficacy Extension Study in Multiple Sclerosis (MS),2008-004753-14,Biogen,Italy
674,1675,NCT00835770,BG00012 Monotherapy Safety and Efficacy Extension Study in Multiple Sclerosis (MS),2008-004753-14,Biogen,Latvia
674,1675,NCT00835770,BG00012 Monotherapy Safety and Efficacy Extension Study in Multiple Sclerosis (MS),2008-004753-14,Biogen,Mexico
674,1675,NCT00835770,BG00012 Monotherapy Safety and Efficacy Extension Study in Multiple Sclerosis (MS),2008-004753-14,Biogen,"Moldova, Republic of"
674,1675,NCT00835770,BG00012 Monotherapy Safety and Efficacy Extension Study in Multiple Sclerosis (MS),2008-004753-14,Biogen,Netherlands
674,1675,NCT00835770,BG00012 Monotherapy Safety and Efficacy Extension Study in Multiple Sclerosis (MS),2008-004753-14,Biogen,New Zealand
674,1675,NCT00835770,BG00012 Monotherapy Safety and Efficacy Extension Study in Multiple Sclerosis (MS),2008-004753-14,Biogen,North Macedonia
